ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,CPI,CPI_lower,CPI_upper,Fuel_Price,Fuel_Price_lower,Fuel_Price_upper,Holiday_Flag,Holiday_Flag_lower,Holiday_Flag_upper,Month,Month_lower,Month_upper,Unemployment,Unemployment_lower,Unemployment_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-07-02,4226048.288542586,4269705.724576035,4654879.902094197,4226048.288542586,4226048.288542586,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,244866.47898590332,244866.47898590332,244866.47898590332,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,1539.2435950151873,1539.2435950151873,1539.2435950151873,0.0,0.0,0.0,4470914.767528489
2010-07-09,4224452.3184590405,4210608.211155507,4604627.383525588,4224452.3184590405,4224452.3184590405,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,178720.73696448625,178720.73696448625,178720.73696448625,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-64606.49842640187,-64606.49842640187,-64606.49842640187,0.0,0.0,0.0,4403173.055423527
2010-07-16,4222856.3483754955,4196603.778102224,4579692.084813302,4222856.3483754955,4222856.3483754955,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,152474.9136188358,152474.9136188358,152474.9136188358,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-90852.32177205232,-90852.32177205232,-90852.32177205232,0.0,0.0,0.0,4375331.261994331
2010-07-23,4221260.375346844,4207891.303926049,4585949.777164234,4221260.375346844,4221260.375346844,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,170721.44396232255,170721.44396232255,170721.44396232255,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-72605.79142856554,-72605.79142856554,-72605.79142856554,0.0,0.0,0.0,4391981.819309167
2010-07-30,4219664.402318194,4209832.5653447,4611741.226577763,4219664.402318194,4219664.402318194,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,194565.6132643737,194565.6132643737,194565.6132643737,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-48761.62212651442,-48761.62212651442,-48761.62212651442,0.0,0.0,0.0,4414230.015582567
2010-08-06,4218068.429289542,4193311.5003865287,4568882.074810401,4218068.429289542,4218068.429289542,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,160855.63188889218,160855.63188889218,160855.63188889218,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,-41867.33560977233,-41867.33560977233,-41867.33560977233,0.0,0.0,0.0,4378924.061178435
2010-08-13,4216472.456260892,4187930.016522682,4581894.616382384,4216472.456260892,4216472.456260892,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,172349.63699547853,172349.63699547853,172349.63699547853,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,-30373.33050318599,-30373.33050318599,-30373.33050318599,0.0,0.0,0.0,4388822.09325637
2010-08-20,4214876.48323224,4234707.50692944,4609762.998521621,4214876.48323224,4214876.48323224,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,212440.50333398787,212440.50333398787,212440.50333398787,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,9717.535835323348,9717.535835323348,9717.535835323348,0.0,0.0,0.0,4427316.986566228
2010-08-27,4213280.510203589,4286732.521626746,4650110.11464419,4213280.510203589,4213280.510203589,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,258810.55229482686,258810.55229482686,258810.55229482686,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,56087.58479616229,56087.58479616229,56087.58479616229,0.0,0.0,0.0,4472091.062498416
2010-09-03,4211684.537174938,4244222.313448492,4616662.204309173,4211684.537174938,4211684.537174938,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,221375.13534784553,221375.13534784553,221375.13534784553,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,59256.43574140455,59256.43574140455,59256.43574140455,0.0,0.0,0.0,4433059.672522784
2010-09-10,4210088.564146287,4192227.480408589,4573542.051184821,4210088.564146287,4210088.564146287,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,172456.26922049833,172456.26922049833,172456.26922049833,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,10337.569614057373,10337.569614057373,10337.569614057373,0.0,0.0,0.0,4382544.833366785
2010-09-17,4208492.591117636,4151462.718837427,4508540.853629983,4208492.591117636,4208492.591117636,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,126463.62431994418,126463.62431994418,126463.62431994418,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,-35655.07528649679,-35655.07528649679,-35655.07528649679,0.0,0.0,0.0,4334956.215437581
2010-09-24,4206896.618088985,4160744.325483232,4528158.513386047,4206896.618088985,4206896.618088985,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,140324.7449439274,140324.7449439274,140324.7449439274,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,-21793.954662513544,-21793.954662513544,-21793.954662513544,0.0,0.0,0.0,4347221.363032912
2010-10-01,4205300.645060334,4181328.4430646896,4565930.923588418,4205300.645060334,4205300.645060334,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,159328.08695908223,159328.08695908223,159328.08695908223,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,37813.655244864865,37813.655244864865,37813.655244864865,0.0,0.0,0.0,4364628.732019417
2010-10-08,4203704.672031683,4209014.804645024,4586434.74008642,4203704.672031683,4203704.672031683,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,193607.3930078473,193607.3930078473,193607.3930078473,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,72092.96129362994,72092.96129362994,72092.96129362994,0.0,0.0,0.0,4397312.06503953
2010-10-15,4202108.699003032,4184159.866193288,4570647.185087604,4202108.699003032,4202108.699003032,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,165210.0156238234,165210.0156238234,165210.0156238234,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,43695.58390960597,43695.58390960597,43695.58390960597,0.0,0.0,0.0,4367318.714626856
2010-10-22,4200512.725974381,4124320.470341045,4523044.040413289,4200512.725974381,4200512.725974381,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,123440.66796104239,123440.66796104239,123440.66796104239,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,1926.2362468249794,1926.2362468249794,1926.2362468249794,0.0,0.0,0.0,4323953.393935423
2010-10-29,4198916.75294573,4159923.3742624307,4527874.02443195,4198916.75294573,4198916.75294573,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,146325.80190588426,146325.80190588426,146325.80190588426,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,24811.370191666865,24811.370191666865,24811.370191666865,0.0,0.0,0.0,4345242.554851615
2010-11-05,4197320.779917079,4208261.2444079975,4594089.6950808745,4197320.779917079,4197320.779917079,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,200701.37863462858,200701.37863462858,200701.37863462858,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939184,39774.76179939184,39774.76179939184,119791.21481263475,119791.21481263475,119791.21481263475,0.0,0.0,0.0,4398022.158551708
2010-11-12,4195724.8068884285,4296627.597592269,4681539.585398654,4195724.8068884285,4195724.8068884285,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,294016.1352282832,294016.1352282832,294016.1352282832,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939185,39774.76179939185,39774.76179939185,213105.9714062893,213105.9714062893,213105.9714062893,0.0,0.0,0.0,4489740.942116711
2010-11-19,4194128.8338597775,4323568.826452119,4708491.043815336,4194128.8338597775,4194128.8338597775,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,329637.0303826879,329637.0303826879,329637.0303826879,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939184,39774.76179939184,39774.76179939184,248726.8665606941,248726.8665606941,248726.8665606941,0.0,0.0,0.0,4523765.864242465
2010-11-26,4192532.860831126,4350454.678477144,4736415.208108298,4192532.860831126,4192532.860831126,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,351204.4365701051,351204.4365701051,351204.4365701051,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939185,39774.76179939185,39774.76179939185,270294.2727481112,270294.2727481112,270294.2727481112,0.0,0.0,0.0,4543737.297401231
2010-12-03,4190936.887802475,4391783.810783495,4795892.664197572,4190936.887802475,4190936.887802475,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-225453.06787710157,-225453.06787710157,-225453.06787710157,391212.36876830994,391212.36876830994,391212.36876830994,407861.16035438934,407861.16035438934,407861.16035438934,531.1341303783405,531.1341303783405,531.1341303783405,39774.76179939184,39774.76179939184,39774.76179939184,367555.26442461915,367555.26442461915,367555.26442461915,0.0,0.0,0.0,4598798.048156865
2010-12-10,4189340.914773824,4577925.202332317,4964306.675690729,4189340.914773824,4189340.914773824,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-225453.06787710157,-225453.06787710157,-225453.06787710157,391212.36876830994,391212.36876830994,391212.36876830994,577777.6810123062,577777.6810123062,577777.6810123062,531.1341303783405,531.1341303783405,531.1341303783405,39774.76179939184,39774.76179939184,39774.76179939184,537471.7850825362,537471.7850825362,537471.7850825362,0.0,0.0,0.0,4767118.59578613
2010-12-17,4187744.941745173,4672196.410187139,5053389.600560431,4187744.941745173,4187744.941745173,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-225453.06787710157,-225453.06787710157,-225453.06787710157,391212.36876830994,391212.36876830994,391212.36876830994,674585.8099799573,674585.8099799573,674585.8099799573,531.1341303783405,531.1341303783405,531.1341303783405,39774.76179939184,39774.76179939184,39774.76179939184,634279.914050187,634279.914050187,634279.914050187,0.0,0.0,0.0,4862330.751725131
2010-12-24,4186148.9691455094,4522723.8765774695,4930371.644858189,4186148.9691455094,4186148.9691455094,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-225453.06787710157,-225453.06787710157,-225453.06787710157,391212.36876830994,391212.36876830994,391212.36876830994,536194.6982426222,536194.6982426222,536194.6982426222,531.1341303783405,531.1341303783405,531.1341303783405,39774.76179939184,39774.76179939184,39774.76179939184,495888.8023128519,495888.8023128519,495888.8023128519,0.0,0.0,0.0,4722343.667388132
